profesor,url,komentar
Brdnik Saša,https://profesorji.net/profesor/feri/uni/sasa-brdnik,"moč komentarja:-8+11Metalno obolela, pojma nima nič razen da teži za word dokumente vprašalnike in druge bedne stvari katere noben razen nje ne rabistrinjam sene strinjam se"
Brdnik Saša,https://profesorji.net/profesor/feri/uni/sasa-brdnik,Napisal:The rockmoč komentarja:-6+6Hejej z wordistrinjam sene strinjam se
Brdnik Saša,https://profesorji.net/profesor/feri/uni/sasa-brdnik,moč komentarja:-7+5LEPA SOČNA SADNA! SAMO MI POMAGA RADA KO POZABIM GESLO :(strinjam sene strinjam se
Brdnik Saša,https://profesorji.net/profesor/feri/uni/sasa-brdnik,moč komentarja:-36+30Asistentka je budalastrinjam sene strinjam se
Brecl Sara,https://profesorji.net/profesor/feri/uni/sara-brecl,"Fakulteta za elektrotehniko, računalništvo in informatiko / UNISara Brecl3.4/5Število ocen:20Predmeti:dodaj predmetKomentiraj predmete! Klikni na ime predmeta zgoraj!Spremeni podatke profesorjaDodaj komentarSponzorjiO tem profesorju še nihče ni napisal mnenja."
Brecl Sara,https://profesorji.net/profesor/feri/uni/sara-brecl,Sara Brecl3.4/5Število ocen:20Predmeti:dodaj predmetKomentiraj predmete! Klikni na ime predmeta zgoraj!Spremeni podatke profesorjaDodaj komentarSponzorjiO tem profesorju še nihče ni napisal mnenja.
Brest Janez,https://profesorji.net/profesor/feri/uni/janez-brest,moč komentarja:-3+181ja ne?!strinjam sene strinjam se
Brest Janez,https://profesorji.net/profesor/feri/uni/janez-brest,"moč komentarja:-9+96Predava zelo nerazumeno, včasih sploh ne razumem kaj hoče povedati. Večkrat se ponavlja in govori eno in isto, je retorik in ne obvlada pedagoškega dela.strinjam sene strinjam se"
Brest Janez,https://profesorji.net/profesor/feri/uni/janez-brest,"moč komentarja:-2+41fajn je... ja, ne....strinjam sene strinjam se"
Brest Janez,https://profesorji.net/profesor/feri/uni/janez-brest,moč komentarja:-0+38Ja ne z.strinjam sene strinjam se
Brest Janez,https://profesorji.net/profesor/feri/uni/janez-brest,moč komentarja:-3+38Meni ni nič jasno kar on razlaga... Šele ko mi razloži kdo drug ali si pogledam sam razumem.strinjam sene strinjam se
Brest Janez,https://profesorji.net/profesor/feri/uni/janez-brest,"moč komentarja:-14+45Asistent za programiranje, ki delujočo kodo spremeni v takšno, ki ne dela.strinjam sene strinjam se"
Brest Janez,https://profesorji.net/profesor/feri/uni/janez-brest,"moč komentarja:-5+27Z njem se da vse zmenit(po njegovih besedah). Samo to ne, da bi dal prosojinice od predavanj.strinjam sene strinjam se"
Brest Janez,https://profesorji.net/profesor/feri/uni/janez-brest,moč komentarja:-0+21Reka JA NE?strinjam sene strinjam se
Brest Janez,https://profesorji.net/profesor/feri/uni/janez-brest,"Napisal:Realistmoč komentarja:-1+22Retorično neroden profesor, težko je veliko odnesti z njegovih predavanj. Na programiranje 1 se splača hodit samo, če te zanimajo kake ""linux finte"" pa si preveč len ali nov na tem področju, da bi to že vedel.strinjam sene strinjam se"
Brest Janez,https://profesorji.net/profesor/feri/uni/janez-brest,moč komentarja:-1+18hja ja ne ne ja ne pravzaprav ... ja ne ne tako jastrinjam sene strinjam se
Brest Janez,https://profesorji.net/profesor/feri/uni/janez-brest,moč komentarja:-0+8Ko je vse tiho potem zdaj človek ne ve al vse razumemo ne je ena skrajnost al druga skrajnost da smo tiho nestrinjam sene strinjam se
Brest Janez,https://profesorji.net/profesor/feri/uni/janez-brest,"Napisal:Mikimoč komentarja:-5+11""Kaj je Janezu, kaj je?"" Mislim, že razlaga tak ko neka boječka, kaj šele ko nekomu poda flomaster, da na tablo napiše kak primer. Sej pa ti ne bo noben 0 hudega naredil, Janez! Te je sploh kaj v hlačah?!strinjam sene strinjam se"
Brest Janez,https://profesorji.net/profesor/feri/uni/janez-brest,"moč komentarja:-0+5he enters the classroom with a grin
everyone eagerly awaits his first ja nestrinjam sene strinjam se"
Brest Janez,https://profesorji.net/profesor/feri/uni/janez-brest,"Napisal:diskretnesomiunicilezivljenjemoč komentarja:-0+5Ja ne ne ne ja ne ja ne ne ne ja ne ne. Je treba dihat... ne? Priporočljivo sem slišal, ne?strinjam sene strinjam se"
Brest Janez,https://profesorji.net/profesor/feri/uni/janez-brest,"moč komentarja:-0+5""Tisti, ko pride s koso lahko takoj začne, tisti ko pa pride s kombajnom pa more še podmazat pa štartat""strinjam sene strinjam se"
Brest Janez,https://profesorji.net/profesor/feri/uni/janez-brest,"Napisal:Mikimoč komentarja:-7+6""Kaj je Janezu, kaj je?"" Mislim, že razlaga tak ko neka boječka, kaj šele ko nekomu poda flomaster, da na tablo napiše kak primer. Sej pa ti ne bo noben 0 hudega naredil, Janez! Te je sploh kaj v hlačah?!strinjam sene strinjam se"
Brest Janez,https://profesorji.net/profesor/feri/uni/janez-brest,moč komentarja:-6+3Janez Legenda !strinjam sene strinjam se
Brest Janez,https://profesorji.net/profesor/feri/uni/janez-brest,moč komentarja:-7+3Zelo kul profesor.strinjam sene strinjam se
Brest Janez,https://profesorji.net/profesor/feri/uni/janez-brest,"Napisal:študentmoč komentarja:-6+1Najboljši profesor, vljuden, razumljiv in nasmejan. Obožuje dvosmerno komunikacijo in sodelovanje pri tabli, kar pripomore k izobraževanju študentov.strinjam sene strinjam se"
Brest Janez,https://profesorji.net/profesor/feri/uni/janez-brest,"Napisal:AllKnowingmoč komentarja:-12+0Pozdravljeni fellow students. Ce ne ne morete odlociti za JA ali NE in se ubijate z resitvijo problemske naloge, sem tu na voljo jaz. Za nekaj € vam resim programsko nalogo in posljem kodo. No joke, contact:[email protected]strinjam sene strinjam se"
Brest Janez,https://profesorji.net/profesor/feri/uni/janez-brest,Napisal:znjmoč komentarja:-29+12on je car!strinjam sene strinjam se
Brest Janez,https://profesorji.net/profesor/feri/uni/janez-brest,moč komentarja:-20+1Meni osebno je on bil zakon na predavanjih. Plus je korekten pri ocenjevanju. 4.5/5.strinjam sene strinjam se
Brest Aljaž,https://profesorji.net/profesor/feri/uni/aljaz-brest,"Fakulteta za elektrotehniko, računalništvo in informatiko / UNIAljaž Brest1.0/5Število ocen:9Predmeti:dodaj predmetKomentiraj predmete! Klikni na ime predmeta zgoraj!Spremeni podatke profesorjaDodaj komentarSponzorjiO tem profesorju še nihče ni napisal mnenja."
Brest Aljaž,https://profesorji.net/profesor/feri/uni/aljaz-brest,Aljaž Brest1.0/5Število ocen:9Predmeti:dodaj predmetKomentiraj predmete! Klikni na ime predmeta zgoraj!Spremeni podatke profesorjaDodaj komentarSponzorjiO tem profesorju še nihče ni napisal mnenja.
Breznar Jan,https://profesorji.net/profesor/feri/uni/jan-breznar,Napisal:martinmoč komentarja:-4+43cancerstrinjam sene strinjam se
Breznar Jan,https://profesorji.net/profesor/feri/uni/jan-breznar,Napisal:englishmanmoč komentarja:-4+41a real know-it-allstrinjam sene strinjam se
Breznar Jan,https://profesorji.net/profesor/feri/uni/jan-breznar,Napisal:Odlicenucenecmoč komentarja:-2+28Jan Breznar je zelo povprecen ucitelj. O sebi ima zelo visoko mnenje. Mi ki smo sodelovali z njim tega dobrega mnenja nimamo. Lahko bi rekli da je nesposoben.strinjam sene strinjam se
Brezovnik Janez,https://profesorji.net/profesor/feri/uni/janez-brezovnik,Napisal:mlg noscopermoč komentarja:-4+16BREZOVNIK SENPAI BEST ASISTENT EVERstrinjam sene strinjam se
Brezovnik Janez,https://profesorji.net/profesor/feri/uni/janez-brezovnik,"moč komentarja:-7+1Saj bi rekel, da je dober. A žalostno je, da je tako mlad a še vedno živi v kameni dobi. Vaje zagovarjaš na listu ko imaš kolokvije tega predmeta prek kviza. Guši za največje bedarije  in če nima dobrega argumenta, da ti je naloge zavrnil, ti blefira u 3pm.strinjam sene strinjam se"
Brezovnik Janez,https://profesorji.net/profesor/feri/uni/janez-brezovnik,"moč komentarja:-12+3Razlaga stvari s katerimi ne boš dosegel 50% točk iz vaj, kaj šele iz zagovora.. Snov je slabo razložena.. da ni ""dovolj časa"" je stvar učnega načrta ampak.. ne tako se ne dela..

Ocenjevanje: prestrogo, v bistvu v veliki večini ali dobiš vse točke ali pa čisto ničstrinjam sene strinjam se"
Brezovnik Janez,https://profesorji.net/profesor/feri/uni/janez-brezovnik,moč komentarja:-13+3Groza od groze.. Ocenjevanje je popolno ne fer.strinjam sene strinjam se
Brezovnik Janez,https://profesorji.net/profesor/feri/uni/janez-brezovnik,"moč komentarja:-13+2Izjemno nadut, se vidi, da je ravnokar končal s študijem in že predava študentom..strinjam sene strinjam se"
Brezovnik Feri Robert,https://profesorji.net/profesor/feri/uni/robert-brezovnik-feri,moč komentarja:-0+20To bi mogli že vedet! Kaj je smešno?strinjam sene strinjam se
Brezočnik Zmago,https://profesorji.net/profesor/feri/uni/brezocnik,"moč komentarja:-18+46Profesor 1A, se zelo trudi, ne bom pozabil kako se je potrudil predavati v angleščini tujim študentom, ki jo zelo obvlada. Pomagal mi je tudi pri študijskih težavah.strinjam sene strinjam se"
Brezočnik Zmago,https://profesorji.net/profesor/feri/uni/brezocnik,"moč komentarja:-0+17Predavanja zelo suhoparna in človek kljub prisotnosti nič ne odnese. Kot profesor katastrofa. Na izpite rad daje nepomembne podrobnosti, ki si jih kljub znanju iz predmeta človek težko zapomni.strinjam sene strinjam se"
Brezočnik Zmago,https://profesorji.net/profesor/feri/uni/brezocnik,moč komentarja:-1+12Predlagam popestritev predavanj s predvajanjem  pesmi Mile Kitić-a.strinjam sene strinjam se
Brezočnik Zmago,https://profesorji.net/profesor/feri/uni/brezocnik,moč komentarja:-2+6ogromno teorijestrinjam sene strinjam se
Brezočnik Zmago,https://profesorji.net/profesor/feri/uni/brezocnik,moč komentarja:-0+2Glumačstrinjam sene strinjam se
Brezočnik Zmago,https://profesorji.net/profesor/feri/uni/brezocnik,moč komentarja:-3+2ma okejstrinjam sene strinjam se
Brezočnik Zmago,https://profesorji.net/profesor/feri/uni/brezocnik,moč komentarja:-3+1ma okejstrinjam sene strinjam se
Brezočnik Lucija,https://profesorji.net/profesor/feri/uni/lucija-brezocnik,"Napisal:enmoč komentarja:-13+43Najboljša asistentka! Vedno pripravljena pomagat in na hece. Škoda, da je več nimam. Sicer ne rad komentiram, ampak sem bil priča zadevi omenjeni v komentarju (bivši sošolec osebe nekdo). Njegov komentar in sploh njegov takratni odnos na vajah se mi ne zdi korekten do tako dobre asistentke. Če se naloga nadgrajuje in je pri nalogi zahtevana uporaba določenih osnovnih konceptov, potem moraš to pač upoštevati in ne programirati po svoje. Sicer pa še zdaj ne razumem, kako lahko zgubiš živce pri osnovah programiranja.strinjam sene strinjam se"
Brezočnik Lucija,https://profesorji.net/profesor/feri/uni/lucija-brezocnik,moč komentarja:-5+29faca!!! :)strinjam sene strinjam se
Brezočnik Lucija,https://profesorji.net/profesor/feri/uni/lucija-brezocnik,"moč komentarja:-4+24Res fajn asistentka, tudi zelo simpatična.strinjam sene strinjam se"
Brezočnik Lucija,https://profesorji.net/profesor/feri/uni/lucija-brezocnik,moč komentarja:-10+9kao veleumstrinjam sene strinjam se
Brezočnik Lucija,https://profesorji.net/profesor/feri/uni/lucija-brezocnik,"Napisal:boštjanmoč komentarja:-9+4Ženska je tipična baba. Ne ve kaj govori, ne ve kaj bi rada, povrh vsega pa ne zapre gobca. Skos neki lapa, pomojem besede ki jih izusti še ni slišala za njih in jih je prebrala na facebooku. Ko ji pokažeš vajo, reče da nima napak, ampak ko pride do pregleda in zagovora vaj, pa je kar naenkrat sto in ena napaka.strinjam sene strinjam se"
Brezočnik Lucija,https://profesorji.net/profesor/feri/uni/lucija-brezocnik,"Napisal:nekdomoč komentarja:-45+10Punca misli da je samo njen način pravi, in bog ne daj da maš v programu dodatno spremenljivko (za katero sicer ne piše da jo imej, ne piše pa tudi da je ne smeš met), ker to da si olajšaš delo za 10x je njej očitno problem. Pol kao ponuja pomoč, ko jo pa rabiš pa ti nekaj na hitro odgovori pa gre, da je ne boš še kaj vprašal; s tem da to dela selektivno, enim pomaga, drugi pa očitno nimamo dovolj dobrih problemov za njen veleum. Ko sem po nekaj zagovorih pri njej (skupaj z njenim kompliciranjem) obupal in šel zagovarjat k drugemu asistentu, se je situacija z mojimi živci izboljšala.strinjam sene strinjam se"
Brumen Boštjan,https://profesorji.net/profesor/feri/uni/brumen,"moč komentarja:-13+24Korekten do študentov, ima smisel za humor in je prijazen ko kaj ne razumemo. Snov ni preveč težka in na kolokvijih je točno to, kar predava - brez presenečenj. Po moje eden izmed boljših na faksu.strinjam sene strinjam se"
Brumen Boštjan,https://profesorji.net/profesor/feri/uni/brumen,"moč komentarja:-8+10Na kolokvijih je točno to, kar predava. Nič več in nič manj. Snov je zanimiva in življenska. Eden boljših profesorjev!strinjam sene strinjam se"
Brumen Boštjan,https://profesorji.net/profesor/feri/uni/brumen,"moč komentarja:-8+2Za strogim, z malce povisanim egom clovkom, se skriva strokovnjak in dobricinastrinjam sene strinjam se"
Brumen Boštjan,https://profesorji.net/profesor/feri/uni/brumen,moč komentarja:-12+2na kolokvijih zahteva velikostrinjam sene strinjam se
Brumen Boštjan,https://profesorji.net/profesor/feri/uni/brumen,moč komentarja:-13+3na kolokvijih zahteva velikostrinjam sene strinjam se
Budinski Vedran,https://profesorji.net/profesor/feri/uni/vedran-budinski,moč komentarja:-0+26Totalna legendastrinjam sene strinjam se
Budinski Vedran,https://profesorji.net/profesor/feri/uni/vedran-budinski,moč komentarja:-0+5Budinski = BOGstrinjam sene strinjam se
Budinski Vedran,https://profesorji.net/profesor/feri/uni/vedran-budinski,Napisal:Tvoja mamamoč komentarja:-1+310 od 5 zvezdic. Bog. Obcasno se pohvali da je kupu par bitcoinov pri 3k pa prodal pri neki cez 50k pa da je kupu ethereum pri 200e.strinjam sene strinjam se
Budinski Vedran,https://profesorji.net/profesor/feri/uni/vedran-budinski,"Napisal:Špricermoč komentarja:-2+2Vredi prof. Nauči dobro sam nevem zakaj so  njegove lab. vaje v sredah ob 7:00, ko so itak vsi še pod vplivom. Profesor je fer in išče znanje, ter zna snov predati naprej, medtem ko še vedno drži odnos profesor>študent. Res škoda, da so lab. vaje ob teh zgodnjih urah saj tako odneseš veliko manj kot bi drugače.strinjam sene strinjam se"
Cafuta Peter,https://profesorji.net/profesor/feri/uni/peter-cafuta,Napisal:FeriGikmoč komentarja:-6+16pojma nima !! ploh ne ve kaj uči in 100% cajta naklada kak je vse v kurcu in se norčuje iz študentovstrinjam sene strinjam se
Cafuta Peter,https://profesorji.net/profesor/feri/uni/peter-cafuta,"Napisal:ziedriekemoč komentarja:-4+8Kdo ve, kak je pr njemu z oceno? Baje da sam prisotnost na predavanjih steje...?strinjam sene strinjam se"
Cafuta Peter,https://profesorji.net/profesor/feri/uni/peter-cafuta,moč komentarja:-2+5čudn da kuj hudo :Dstrinjam sene strinjam se
Cafuta Peter,https://profesorji.net/profesor/feri/uni/peter-cafuta,"moč komentarja:-5+7Se v celoti pridružujem komentarju FeriGik-a.
Kako lahko en tak primerek od ""predavatelja"" sploh uči oziroma to je prelepo rečeno. On ne uči on demotivira, posmehuje in se dobesedno norčuje iz študentov. 
Naj ga že enkrat nekdo preveri in nažene s faksa.

LP,
Ferijovecstrinjam sene strinjam se"
Cibula Edvard,https://profesorji.net/profesor/feri/uni/cibula,"Napisal:mehamoč komentarja:-9+27Edi je full vredi, pravi carstrinjam sene strinjam se"
Cibula Edvard,https://profesorji.net/profesor/feri/uni/cibula,moč komentarja:-16+26Ciba je FACA!strinjam sene strinjam se
Cibula Edvard,https://profesorji.net/profesor/feri/uni/cibula,"Napisal:župamoč komentarja:-13+15ni ful vredi, najboljši je!strinjam sene strinjam se"
Cibula Edvard,https://profesorji.net/profesor/feri/uni/cibula,moč komentarja:-11+10Odlične razlage na predavanjih in pošteno ocenjevanje.strinjam sene strinjam se
Cigale Boris,https://profesorji.net/profesor/feri/uni/cigale,moč komentarja:-3+58Ve kako narediti vaje zanimive!strinjam sene strinjam se
Cigale Boris,https://profesorji.net/profesor/feri/uni/cigale,Napisal:Wmoč komentarja:-1+37Legenda!strinjam sene strinjam se
Cigale Boris,https://profesorji.net/profesor/feri/uni/cigale,moč komentarja:-1+30Eden izmed boljših če ne celo najboljši asistent ferija :) Samo tako naprej !strinjam sene strinjam se
Cigale Boris,https://profesorji.net/profesor/feri/uni/cigale,"Napisal:janezmoč komentarja:-1+26pri njemu so vaje zanimive, pa tudi kot asistent je zelo zelo korekten.strinjam sene strinjam se"
Cigale Boris,https://profesorji.net/profesor/feri/uni/cigale,moč komentarja:-1+25res dober asistentstrinjam sene strinjam se
Cigale Boris,https://profesorji.net/profesor/feri/uni/cigale,moč komentarja:-0+15Za mene trenutno najbolši... LEGENDA!strinjam sene strinjam se
Cigale Boris,https://profesorji.net/profesor/feri/uni/cigale,moč komentarja:-0+3Še kakšen predmet na magisteriju bi moral učiti!strinjam sene strinjam se
Cigale Boris,https://profesorji.net/profesor/feri/uni/cigale,moč komentarja:-0+2Boljšega asistenta ne najdeš.strinjam sene strinjam se
Cigale Boris,https://profesorji.net/profesor/feri/uni/cigale,moč komentarja:-0+1zakonstrinjam sene strinjam se
Colnarič Matjaž,https://profesorji.net/profesor/feri/uni/colnaric,moč komentarja:-27+61Zgornji komentar totalno ne drži. Tip oblada stvar in pove veliko zanimivih stvari. NJegov edini problem je tiho govorjenje. Če bi ga študentje poslušali ne pa da se pogovarjajo med predavanji bi zvedli veliko odličnih stvari.strinjam sene strinjam se
Colnarič Matjaž,https://profesorji.net/profesor/feri/uni/colnaric,"Napisal:eeddddiiieeemoč komentarja:-10+37Pa ljudje G. Colnarič je nr. 1 na feriju. Kar razlaga obvlada, in teorijo zna čudovito predstavit s človeku prijazno razlago. Govori malo bolj potiho, vendar če nisi ravno v zadnji vrsti ga čist v redu slišiš. 

Ne razumem, kako lahko nekdo reče, da nima pojma o čem govori. Pa kako si predstavljaš sprogramirat sklad al pa vrsto brez, da teoretično veš kaj mora delat?!

Vsi ti negativni komentarji so nesmiselni in so jih napisali tisti, ki niso mel pojma o tem kaj se na njegovih predavanjih dogaja.

Prof. Colnarič je velik strokovnjak!strinjam sene strinjam se"
Colnarič Matjaž,https://profesorji.net/profesor/feri/uni/colnaric,"moč komentarja:-9+24Za mene še vedno svetla izjema na FERI-ju. Ogromno znanja, ki mu ga ni težko deliti, pripravljen odgovoriti na vsako vprašanje, pripravljen se pogovarjati z študenti in jim dejansko nekaj prenesti.strinjam sene strinjam se"
Colnarič Matjaž,https://profesorji.net/profesor/feri/uni/colnaric,"moč komentarja:-4+14Dober profesor, ki lepo razlaga snov, na način da jo razumejo tudi študentje, ki ne prihajajo s srednjih računalniških šol. Edini problem pri predmetu RPP, ki ga profesor poučuje je ta, da je na računalniških vajah zahtevan bistveno višji standard glede na snov s predavanj.strinjam sene strinjam se"
Colnarič Matjaž,https://profesorji.net/profesor/feri/uni/colnaric,"moč komentarja:-13+23Napačen pristop do nekaterih predmetov. Zakaj se zadeva, ki je izklučno programerske narave predstavlja kot teorija, kdo ga bo pa poslušal, če celo uro govori le kako se to izvede, naj vzame računalnik v roke, ter zadevo sam sprogramira oz. prikaže študentom o čem je govora (slike delovanja na prosojnicah včasih ne povejo veliko...), s tem bi tudi v veliki meri povečal obisk pri svojih predmetih, ki bi bili občutno koristnejši...strinjam sene strinjam se"
Colnarič Matjaž,https://profesorji.net/profesor/feri/uni/colnaric,"Napisal:bruckamoč komentarja:-3+11Profesor ,kljub svojemu znanju zna odlično razlagat snov tudi tistim, ki so čisti začetniki. Moraš bit ful pameten, da lahko razložiš snov na tako začetni ravni čeprav znaš mnogo mnogo več.strinjam sene strinjam se"
Colnarič Matjaž,https://profesorji.net/profesor/feri/uni/colnaric,Napisal:asdasdasxdasdxasmoč komentarja:-17+20LAJNAST..............ZZZzzzzZZZZZzzzzzZZZZZzzzZZZZzz ZEHstrinjam sene strinjam se
Colnarič Matjaž,https://profesorji.net/profesor/feri/uni/colnaric,"moč komentarja:-11+13Se popolnoma strinjam z prejšnjim komentarjem.

Jaz sem vedno sedel zelo blizu njega ampak sem ga tudi takrat slišal zelo slabo.strinjam sene strinjam se"
Colnarič Matjaž,https://profesorji.net/profesor/feri/uni/colnaric,Napisal:Martin G.moč komentarja:-1+2Tip je utrgan...strinjam sene strinjam se
Colnarič Matjaž,https://profesorji.net/profesor/feri/uni/colnaric,"Napisal:Podhodnikmoč komentarja:-0+0"" or """"=""strinjam sene strinjam se"
Colnarič Matjaž,https://profesorji.net/profesor/feri/uni/colnaric,"moč komentarja:-0+0"" or """"=""strinjam sene strinjam se"
Colnarič Matjaž,https://profesorji.net/profesor/feri/uni/colnaric,moč komentarja:-1+1strinjam sene strinjam se
Colnarič Matjaž,https://profesorji.net/profesor/feri/uni/colnaric,moč komentarja:-3+2colko... eh tak takstrinjam sene strinjam se
Colnarič Matjaž,https://profesorji.net/profesor/feri/uni/colnaric,"moč komentarja:-2+0Predava sicer res zanimivo in ve o čem govori, ampak poleg 10 min bistvenih stvari pove še 35min nekaj totalno nepotrebnega
kjer pa se dostikrat še zgubi in ponavlja...strinjam sene strinjam se"
Colnarič Matjaž,https://profesorji.net/profesor/feri/uni/colnaric,"moč komentarja:-6+1Človek govori kar tja v en dan. Nima pojma o čem razlaga, vsake toliko časa se izgubi oz. neve kaj dela. 
Njegova predavanja ti na vajah ne koristijo čisto nič.
Da ne omenjam njegovih 2-minutnih kvizov, kateri so kar nekaj.
Sicer moram pohvalit njegove powerpointe, kateri so hujši kot slovenske novice.
Več te se navičili, če te se sami vičili, roka na srce!
Čista žalost od profesorja!!!!strinjam sene strinjam se"
Colnarič Matjaž,https://profesorji.net/profesor/feri/uni/colnaric,"moč komentarja:-24+15dolgočasen,pa pojma nima o stvareh o katerih naklada :D to naj bi bil strokovnjak ???strinjam sene strinjam se"
Colnarič Matjaž,https://profesorji.net/profesor/feri/uni/colnaric,"moč komentarja:-53+30dolgoćasem,staromoden,predvsem pa pojma nima o čem govoristrinjam sene strinjam se"
Dajčman Ruben,https://profesorji.net/profesor/feri/uni/ruben-dajcman,"moč komentarja:-1+7Pameten modelček. Razlaga malo bolj počasi, so pa njegove besede smiselne in zanimive.strinjam sene strinjam se"
Dajčman Ruben,https://profesorji.net/profesor/feri/uni/ruben-dajcman,moč komentarja:-1+3java instrukcije>>>strinjam sene strinjam se
Dajčman Ruben,https://profesorji.net/profesor/feri/uni/ruben-dajcman,moč komentarja:-4+6Super tip. Za rubinasto nagrado.strinjam sene strinjam se
Dajčman Ruben,https://profesorji.net/profesor/feri/uni/ruben-dajcman,moč komentarja:-0+0Ce ste mladoletne nudi tudi instrukcije doma.strinjam sene strinjam se
Danijel Žlaus,https://profesorji.net/profesor/feri/uni/zlaus-danijel,"moč komentarja:-0+23Na razlagi vaj vse lepo razloži in se res lepo potrudi za študente. Na zagovorih pa si res vzame čas za vsakega študenta, ter vsako napako ali izboljšavo res lepo argumentira in objasni in nekomplicira. Več takšnih asistentov in svet bi bil lepši.strinjam sene strinjam se"
Danijel Žlaus,https://profesorji.net/profesor/feri/uni/zlaus-danijel,"Napisal:bigplebmoč komentarja:-0+9Oba asistent in predavatelj sta FERI MVP's odlična strukturirana razlaga, odlični zapiski s katerih se da učit tudi če ne hodiš na predavanja in res prijazen odnos s študenti.strinjam sene strinjam se"
Danijel Žlaus,https://profesorji.net/profesor/feri/uni/zlaus-danijel,moč komentarja:-0+5tip je taka legenda mi je se network probleme na laptopu popravu usput pa ful dobr razlaga pa preglejuje vaje pa zlo dobr odnos ma do studentovstrinjam sene strinjam se
Danijel Žlaus,https://profesorji.net/profesor/feri/uni/zlaus-danijel,moč komentarja:-1+2Legendastrinjam sene strinjam se
Danijel Žlaus,https://profesorji.net/profesor/feri/uni/zlaus-danijel,Napisal:zani dlausmoč komentarja:-0+0Model vse znastrinjam sene strinjam se
Debevc Matjaž,https://profesorji.net/profesor/feri/uni/matjaz-debevc,"moč komentarja:-6+39Ne čujem, vidim pa dobro ""čeprav imam očala za oddaleč in blizu.strinjam sene strinjam se"
Debevc Matjaž,https://profesorji.net/profesor/feri/uni/matjaz-debevc,moč komentarja:-3+11A poznate spletno stran acm.orgstrinjam sene strinjam se
Debevc Matjaž,https://profesorji.net/profesor/feri/uni/matjaz-debevc,"moč komentarja:-0+1Odkar vidim,da je on profesor vem, da lahko v zivljenju dosezem karkoli.strinjam sene strinjam se"
Deželak Klemen,https://profesorji.net/profesor/feri/uni/klemen-dezelak,"Fakulteta za elektrotehniko, računalništvo in informatiko / UNIKlemen Deželak2.0/5Število ocen:26Predmeti:dodaj predmetKomentiraj predmete! Klikni na ime predmeta zgoraj!Spremeni podatke profesorjaDodaj komentarSponzorjiO tem profesorju še nihče ni napisal mnenja."
Deželak Klemen,https://profesorji.net/profesor/feri/uni/klemen-dezelak,Klemen Deželak2.0/5Število ocen:26Predmeti:dodaj predmetKomentiraj predmete! Klikni na ime predmeta zgoraj!Spremeni podatke profesorjaDodaj komentarSponzorjiO tem profesorju še nihče ni napisal mnenja.
Dobnić Nejc,https://profesorji.net/profesor/feri/uni/nejc-dobnic,"Napisal:rogermoč komentarja:-0+22Nejc Drobnič, froc z Napoleonovim kompleksom...btw pa če že narobe napišite priimek bi lahko dali vsaj Dumbić al pa nekaj takegastrinjam sene strinjam se"
Dobnić Nejc,https://profesorji.net/profesor/feri/uni/nejc-dobnic,Napisal:dromoč komentarja:-1+16corona manstrinjam sene strinjam se
Dobnić Nejc,https://profesorji.net/profesor/feri/uni/nejc-dobnic,"moč komentarja:-7+13Nejc Drobnič, že znanec serševe zabavne scenestrinjam sene strinjam se"
Dogša Tomaž,https://profesorji.net/profesor/feri/uni/dogsa-1,"moč komentarja:-2+14Tolerance, to je POMEMBNO!strinjam sene strinjam se"
Dogša Tomaž,https://profesorji.net/profesor/feri/uni/dogsa-1,"moč komentarja:-1+8Da kolokvij. Učiš se iz 7ih nalog ker jih več ne da. 
Reče da bo 5 nalog. Jih da 6, da ni dovol cajta. Od teh 6ih nalog tri niso na nivoju vzete snovi. 
Vrže 11/13 učencev. Reče: ""Vas noben ne bo zaposlil z takim znanjem.""
Laboratorijskih vaj ni ker je korona. To znanje bomo sami nadomestili z 5000 besednim poročilom.
LP in rajši izberite TU graz, ker je takih profesorjev na feriju elektrotehnika 50%. Drugih 50% te spustijo skozi.strinjam sene strinjam se"
Dogša Tomaž,https://profesorji.net/profesor/feri/uni/dogsa-1,moč komentarja:-0+1Ne........ ngfeedxxxx nigasstrinjam sene strinjam se
Dogša Tomaž,https://profesorji.net/profesor/feri/uni/dogsa-1,"Napisal:Zanmoč komentarja:-4+2Mračno jutro. Predavanje prof. Dogše. 
""Tam doli se je zasvetilo, majhna, rdeča luč je trepetala, rasla je in plapolajoča rdeča iskra se je izpremenila v mirno, jasno belo svetlobo. To je bilo učiteljevo okno.""strinjam sene strinjam se"
Dogša Tomaž,https://profesorji.net/profesor/feri/uni/dogsa-1,"moč komentarja:-18+14Zelo dober predavatelj - s smisla da naredi snov zanimivo.
Škoda da snovi ne obvlada zmeraj.strinjam sene strinjam se"
Dogša Tomaž,https://profesorji.net/profesor/feri/uni/dogsa-1,"moč komentarja:-7+1Jah, kaj bi napiso o našem Tomažu... Fajn profesor, fajn človek. Snov pretvori iz nesmiselnega balasta v razumljivo poezijo, ki pa jo rad znanstveno obarva. Njegova predavanja sem obiskoval z veseljem in niti enkrat samkrat me ni pustil ravnodušnega. Žal mi je, da opus njegovih predavanj ni še bolj obsežen, saj čutim, da bi od profesorja lahko načrpal še veliko novih in koristnih znanj. Pogrešal sem edino, da nam ni dajal domačih nalog. Vseeno, petica za vas, prof. Dogša!strinjam sene strinjam se"
